1752272751.668684 48 92 0 0 0
1752272751.668822 49 70 0 0 0
1752272751.6688929 50 89 0 0 0
1752272751.668959 51 134 0 0 0
1752272751.6690218 52 123 0 0 0
1752272751.669086 53 86 0 0 0
1752272751.669148 54 66 0 0 0
1752272751.669217 55 64 0 0 0
1752272751.6692832 56 75 0 0 0
1752272751.669343 57 113 0 0 0
1752272751.698967 58 156 0 0 0
1752272751.699018 59 180 0 0 0
1752272751.699051 60 209 0 0 0
1752272751.6990871 61 247 0 0 0
1752272751.69912 62 265 0 0 0
1752272751.699156 63 240 0 0 0
1752272751.699188 64 209 0 0 0
1752272751.699221 65 229 0 0 0
1752272751.699252 66 278 0 0 0
1752272751.699283 67 292 0 0 0
1752272751.70314 68 274 0 0 0
1752272751.703187 69 296 0 0 0
1752272751.70323 70 359 0 0 0
1752272751.7032719 71 406 0 0 0
1752272751.70332 72 482 0 0 0
1752272751.703378 73 548 0 0 0
1752272751.70342 74 595 0 0 0
1752272751.703462 75 616 0 0 0
1752272751.7035048 76 633 0 0 0
1752272751.7035468 77 681 0 0 0
1752272751.7346618 78 740 0 0 0
1752272751.734754 79 800 0 0 0
1752272751.734815 80 826 0 0 0
1752272751.734878 81 840 0 0 0
1752272751.7349482 82 852 0 0 0
1752272751.735015 83 865 0 0 0
1752272751.735084 84 900 0 0 0
1752272751.7351522 85 909 0 0 0
1752272751.735213 86 922 0 0 0
1752272751.735281 87 953 0 0 0
1752272751.73823 88 956 0 0 0
1752272751.738293 89 929 0 0 0
1752272751.738352 90 901 0 0 0
1752272751.738411 91 876 0 0 0
1752272751.7384691 92 854 0 0 0
1752272751.738528 93 835 0 0 0
1752272751.7385862 94 818 0 0 0
1752272751.73866 95 786 0 0 0
1752272751.738718 96 756 0 0 0
1752272751.738786 97 757 0 0 0
1752272751.7913868 98 725 0 0 0
1752272751.791449 99 677 0 0 0
1752272751.791508 0 649 0 0 0
1752272751.791584 1 604 0 0 0
1752272751.791643 2 540 0 0 0
1752272751.791702 3 461 0 0 0
1752272751.79176 4 384 0 0 0
1752272751.791818 5 347 0 0 0
1752272751.791876 6 390 0 0 0
1752272751.791958 7 426 0 0 0
1752272751.7956748 8 396 0 0 0
1752272751.79575 9 310 0 0 0
1752272751.795813 10 218 0 0 0
1752272751.795874 11 173 0 0 0
1752272751.795934 12 164 0 0 0
1752272751.796017 13 163 0 0 0
1752272751.796077 14 168 0 0 0
1752272751.7961469 15 141 0 0 0
1752272751.7962072 16 65 0 0 0
1752272751.7962828 17 12 0 0 0
1752272751.797268 18 -7 0 0 0
1752272751.797329 19 3 0 0 0
1752272751.797389 20 10 0 0 0
1752272751.797448 21 -6 0 0 0
1752272751.797507 22 -54 0 0 0
1752272751.797566 23 -98 0 0 0
1752272751.797624 24 -113 0 0 0
1752272751.7976918 25 -97 0 0 0
1752272751.7977521 26 -89 0 0 0
1752272751.797811 27 -116 0 0 0
1752272751.831993 28 -170 0 0 0
1752272751.832072 29 -201 0 0 0
1752272751.8321369 30 -197 0 0 0
1752272751.832198 31 -198 0 0 0
1752272751.832258 32 -213 0 0 0
1752272751.8323278 33 -205 0 0 0
1752272751.832389 34 -205 0 0 0
1752272751.832448 35 -204 0 0 0
1752272751.8325279 36 -211 0 0 0
1752272751.832588 37 -232 0 0 0
1752272751.8356962 38 -226 0 0 0
1752272751.835765 39 -221 0 0 0
1752272751.835826 40 -252 0 0 0
1752272751.835892 41 -283 0 0 0
1752272751.835951 42 -283 0 0 0
1752272751.83601 43 -278 0 0 0
1752272751.836069 44 -294 0 0 0
1752272751.836127 45 -302 0 0 0
1752272751.836189 46 -285 0 0 0
1752272751.8362482 47 -254 0 0 0
1752272751.864287 48 -259 0 0 0
1752272751.864352 49 -301 0 0 0
1752272751.8644109 50 -340 0 0 0
1752272751.86447 51 -338 0 0 0
1752272751.8645298 52 -326 0 0 0
1752272751.864589 53 -327 0 0 0
1752272751.8646479 54 -334 0 0 0
1752272751.864706 55 -337 0 0 0
1752272751.864764 56 -339 0 0 0
1752272751.864834 57 -321 0 0 0
1752272751.896341 58 -292 0 0 0
1752272751.896406 59 -290 0 0 0
1752272751.8964741 60 -289 0 0 0
1752272751.896553 61 -273 0 0 0
1752272751.89662 62 -264 0 0 0
1752272751.896687 63 -283 0 0 0
1752272751.896745 64 -309 0 0 0
1752272751.896802 65 -332 0 0 0
1752272751.8968608 66 -372 0 0 0
1752272751.89692 67 -390 0 0 0
1752272751.900673 68 -385 0 0 0
1752272751.9007418 69 -361 0 0 0
1752272751.900804 70 -344 0 0 0
1752272751.900863 71 -341 0 0 0
